ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre de la descarga 1,URL de la descarga 1
61,simple,CMPBOCNIN12,Campera Niño Boca Juniors,1,0,visible,Campera Niño Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,12,1,0,,
62,simple,CMPBOCNIN14,Campera Niño Boca Juniors,1,0,visible,Campera Niño Boca Juniors,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,14,1,0,,
63,simple,CMPRIVNIN14,Campera Niño River Plate,1,0,visible,Campera Niño River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,14,1,0,,
64,simple,CMPAFANIN14,Campera Niño AFA,1,0,visible,Campera Niño AFA,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,14,1,0,,
65,simple,CMPAFANIN16,Campera Niño AFA,1,0,visible,Campera Niño AFA,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,16,1,0,,
66,simple,CMPBOCNIN16,Campera Niño Boca Juniors,1,0,visible,Campera Niño Boca Juniors,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,16,1,0,,
67,simple,BZRIVNIN8,Buzo Niño River Plate,1,0,visible,Buzo Niño River Plate,,,,taxable,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,Talla,8,1,0,,
68,simple,BZBOCNIN8,Buzo Niño Boca Juniors,1,0,visible,Buzo Niño Boca Juniors,,,,taxable,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,Talla,8,1,0,,
69,simple,BZAFANIN8,Buzo Niño AFA,1,0,visible,Buzo Niño AFA,,,,taxable,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,Talla,8,1,0,,
70,simple,BZCITNIN8,Buzo Niño Manchester City,1,0,visible,Buzo Niño Manchester City,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,8,1,0,,
71,simple,BZBARNIN8,Buzo Niño Barcelona,1,0,visible,Buzo Niño Barcelona,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,8,1,0,,
72,simple,BZRIVNIN10,Buzo Niño River Plate,1,0,visible,Buzo Niño River Plate,,,,taxable,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,Talla,10,1,0,,
73,simple,BZAFANIN10,Buzo Niño AFA,1,0,visible,Buzo Niño AFA,,,,taxable,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,Talla,10,1,0,,
74,simple,BZBOCNIN10,Buzo Niño Boca Juniors,1,0,visible,Buzo Niño Boca Juniors,,,,taxable,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Talla,10,1,0,,
75,simple,BZRACNIN10,Buzo Niño Racing,1,0,visible,Buzo Niño Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,10,1,0,,
76,simple,BZCITNIN10,Buzo Niño Manchester City,1,0,visible,Buzo Niño Manchester City,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,10,1,0,,
77,simple,BZAFANIN12,Buzo Niño AFA,1,0,visible,Buzo Niño AFA,,,,taxable,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,Talla,12,1,0,,
78,simple,BZRIVNIN12,Buzo Niño River Plate,1,0,visible,Buzo Niño River Plate,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,12,1,0,,
79,simple,BZBOCNIN12,Buzo Niño Boca Juniors,1,0,visible,Buzo Niño Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,12,1,0,,
80,simple,BZAFANIN14,Buzo Niño AFA,1,0,visible,Buzo Niño AFA,,,,taxable,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,Talla,14,1,0,,
81,simple,BZRIVNIN14,Buzo Niño River Plate,1,0,visible,Buzo Niño River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,14,1,0,,
82,simple,BZBOCNIN14,Buzo Niño Boca Juniors,1,0,visible,Buzo Niño Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,14,1,0,,
83,simple,BZAFANIN16,Buzo Niño AFA,1,0,visible,Buzo Niño AFA,,,,taxable,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,Talla,16,1,0,,
84,simple,BZRIVNIN16,Buzo Niño River Plate,1,0,visible,Buzo Niño River Plate,,,,taxable,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,Talla,16,1,0,,
85,simple,BZBOCNIN16,Buzo Niño Boca Juniors,1,0,visible,Buzo Niño Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,16,1,0,,
86,simple,BZRACNIN16,Buzo Niño Racing,1,0,visible,Buzo Niño Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,16,1,0,,
87,simple,BZRIVADUS,Buzo Adulto River Plate,1,0,visible,Buzo Adulto River Plate,,,,taxable,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
88,simple,BZBOCADUS,Buzo Adulto Boca Juniors,1,0,visible,Buzo Adulto Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
89,simple,BZAFAADUS,Buzo Adulto AFA,1,0,visible,Buzo Adulto AFA,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
90,simple,BZPSGADUS,Buzo Adulto PSG,1,0,visible,Buzo Adulto PSG,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
91,simple,BZBARADUS,Buzo Adulto Barcelona,1,0,visible,Buzo Adulto Barcelona,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
92,simple,BZLIVADUS,Buzo Adulto Liverpool,1,0,visible,Buzo Adulto Liverpool,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
93,simple,BZMADADUS,Buzo Adulto Real Madrid,1,0,visible,Buzo Adulto Real Madrid,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
94,simple,BZCHEADUS,Buzo Adulto Chelsea,1,0,visible,Buzo Adulto Chelsea,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
95,simple,BZRIVADUM,Buzo Adulto River Plate,1,0,visible,Buzo Adulto River Plate,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
96,simple,BZBOCADUM,Buzo Adulto Boca Juniors,1,0,visible,Buzo Adulto Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
97,simple,BZAFAADUM,Buzo Adulto AFA,1,0,visible,Buzo Adulto AFA,,,,taxable,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
98,simple,BZPSGADUM,Buzo Adulto PSG,1,0,visible,Buzo Adulto PSG,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
99,simple,BZBARADUM,Buzo Adulto Barcelona,1,0,visible,Buzo Adulto Barcelona,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
100,simple,BZMADADUM,Buzo Adulto Real Madrid,1,0,visible,Buzo Adulto Real Madrid,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
101,simple,BZRACADUM,Buzo Adulto Racing,1,0,visible,Buzo Adulto Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
102,simple,BZMIAADUM,Buzo Adulto Inter Miami,1,0,visible,Buzo Adulto Inter Miami,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
103,simple,BZRIVADUL,Buzo Adulto River Plate,1,0,visible,Buzo Adulto River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
104,simple,BZBOCADUL,Buzo Adulto Boca Juniors,1,0,visible,Buzo Adulto Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
105,simple,BZAFAADUL,Buzo Adulto AFA,1,0,visible,Buzo Adulto AFA,,,,taxable,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
106,simple,BZPSGADUL,Buzo Adulto PSG,1,0,visible,Buzo Adulto PSG,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
107,simple,BZBARADUL,Buzo Adulto Barcelona,1,0,visible,Buzo Adulto Barcelona,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
108,simple,BZMADADUL,Buzo Adulto Real Madrid,1,0,visible,Buzo Adulto Real Madrid,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
109,simple,BZRACADUL,Buzo Adulto Racing,1,0,visible,Buzo Adulto Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
110,simple,BZCHEADUL,Buzo Adulto Chelsea,1,0,visible,Buzo Adulto Chelsea,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
111,simple,BZMIAADUL,Buzo Adulto Inter Miami,1,0,visible,Buzo Adulto Inter Miami,,,,taxable,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
112,simple,BZCITADUL,Buzo Adulto Manchester City,1,0,visible,Buzo Adulto Manchester City,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
113,simple,BZLIVADUL,Buzo Adulto Liverpool,1,0,visible,Buzo Adulto Liverpool,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
114,simple,BZMILADUL,Buzo Adulto Milan,1,0,visible,Buzo Adulto Milan,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
115,simple,BZRIVADUXL,Buzo Adulto River Plate,1,0,visible,Buzo Adulto River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
116,simple,BZBOCADUXL,Buzo Adulto Boca Juniors,1,0,visible,Buzo Adulto Boca Juniors,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
117,simple,BZAFAADUXL,Buzo Adulto AFA,1,0,visible,Buzo Adulto AFA,,,,taxable,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
118,simple,BZPSGADUXL,Buzo Adulto PSG,1,0,visible,Buzo Adulto PSG,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
119,simple,BZMIAADUXL,Buzo Adulto Inter Miami,1,0,visible,Buzo Adulto Inter Miami,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
120,simple,BZMADADUXL,Buzo Adulto Real Madrid,1,0,visible,Buzo Adulto Real Madrid,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
121,simple,BZRACADUXL,Buzo Adulto Racing,1,0,visible,Buzo Adulto Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
122,simple,BZBARADUXL,Buzo Adulto Barcelona,1,0,visible,Buzo Adulto Barcelona,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
123,simple,BZCHEADUXL,Buzo Adulto Chelsea,1,0,visible,Buzo Adulto Chelsea,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
124,simple,BZLIVADUXL,Buzo Adulto Liverpool,1,0,visible,Buzo Adulto Liverpool,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
125,simple,BZCITADUXL,Buzo Adulto Manchester City,1,0,visible,Buzo Adulto Manchester City,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
126,simple,BZRIVADUXXL,Buzo Adulto River Plate,1,0,visible,Buzo Adulto River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
127,simple,BZBOCADUXXL,Buzo Adulto Boca Juniors,1,0,visible,Buzo Adulto Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
128,simple,BZAFAADUXXL,Buzo Adulto AFA,1,0,visible,Buzo Adulto AFA,,,,taxable,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
129,simple,BZMIAADUXXL,Buzo Adulto Inter Miami,1,0,visible,Buzo Adulto Inter Miami,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
130,simple,CMPAFAADUS,Campera Adulto AFA,1,0,visible,Campera Adulto AFA,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
131,simple,CMPNIKADUS,Campera Adulto Negra Nike,1,0,visible,Campera Adulto Negra Nike,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
132,simple,CMPADIADUS,Campera Adulto Negra Adidas,1,0,visible,Campera Adulto Negra Adidas,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
133,simple,CMPPSGADUS,Campera Adulto Negra PSG,1,0,visible,Campera Adulto Negra PSG,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
134,simple,CMPNIKADUM,Campera Adulto Negra Nike,1,0,visible,Campera Adulto Negra Nike,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
135,simple,CMPADIADUM,Campera Adulto Azul Adidas,1,0,visible,Campera Adulto Azul Adidas,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
136,simple,CMPADIADUM,Campera Adulto Gris Adidas,1,0,visible,Campera Adulto Gris Adidas,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
137,simple,CMPAFAADUM,Campera Adulto AFA,1,0,visible,Campera Adulto AFA,,,,taxable,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
138,simple,CMPRIVADUM,Campera Adulto River Plate,1,0,visible,Campera Adulto River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
139,simple,CMPBOCADUM,Campera Adulto Boca Juniors,1,0,visible,Campera Adulto Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
140,simple,CMPAFAADUL,Campera Adulto AFA,1,0,visible,Campera Adulto AFA,,,,taxable,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
141,simple,CMPPSGADUL,Campera Adulto Negra PSG,1,0,visible,Campera Adulto Negra PSG,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
142,simple,CMPNIKADUL,Campera Adulto Negra Nike,1,0,visible,Campera Adulto Negra Nike,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
143,simple,CMPADIADUL,Campera Adulto Azul Adidas,1,0,visible,Campera Adulto Azul Adidas,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
144,simple,CMPADIADUL,Campera Adulto Gris Adidas,1,0,visible,Campera Adulto Gris Adidas,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
145,simple,CMPADIADUL,Campera Adulto Negra Adidas,1,0,visible,Campera Adulto Negra Adidas,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
146,simple,BZBOCADUL,Buzo Adulto Boca Juniors,1,0,visible,Buzo Adulto Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
147,simple,CMPAFAADUXL,Campera Adulto AFA,1,0,visible,Campera Adulto AFA,,,,taxable,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
148,simple,CMPRIVADUXL,Campera Adulto River Plate,1,0,visible,Campera Adulto River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
149,simple,CMPPSGADUXXL,Campera Adulto Negra PSG,1,0,visible,Campera Adulto Negra PSG,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
150,simple,CMPAFAADUXXL,Campera Adulto AFA,1,0,visible,Campera Adulto AFA,,,,taxable,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
151,simple,CMPRIVADUXXL,Campera Adulto River Plate,1,0,visible,Campera Adulto River Plate,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
152,simple,CMPRMPVTRIVM,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
153,simple,CMPRMPVTAFAM,Campera Rompeviento AFA,1,0,visible,Campera Rompeviento AFA,,,,taxable,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
154,simple,CMPRMPVTBOCM,Campera Rompeviento Boca Juniors,1,0,visible,Campera Rompeviento Boca Juniors,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
155,simple,CMPRMPVTSLOM,Campera Rompeviento San Lorenzo,1,0,visible,Campera Rompeviento San Lorenzo,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
156,simple,CMPRMPVTRIVL,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
157,simple,CMPRMPVTRIVL,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
158,simple,CMPRMPVTSLOL,Campera Rompeviento San Lorenzo,1,0,visible,Campera Rompeviento San Lorenzo,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
159,simple,CMPRMPVTMIAL,Campera Rompeviento Inter Miami,1,0,visible,Campera Rompeviento Inter Miami,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
160,simple,CMPRMPVTINDL,Campera Rompeviento Independiente,1,0,visible,Campera Rompeviento Independiente,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
161,simple,CMPRMPVTBOCL,Campera Rompeviento Boca Juniors,1,0,visible,Campera Rompeviento Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
162,simple,CMPRMPVTAFAL,Campera Rompeviento AFA,1,0,visible,Campera Rompeviento AFA,,,,taxable,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
163,simple,BZAZUL,Buzo Rompeviento Azul,1,0,visible,Buzo Rompeviento Azul,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
164,simple,BZTURL,Buzo Rompeviento Turquesa,1,0,visible,Buzo Rompeviento Turquesa,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
165,simple,BZBORL,Buzo Rompeviento Bordo,1,0,visible,Buzo Rompeviento Bordo,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
166,simple,CMPRMPVTRIVXL,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
167,simple,CMPRMPVTRIVXL,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
168,simple,CMPRMPVTRACXL,Campera Rompeviento Racing,1,0,visible,Campera Rompeviento Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
169,simple,CMPRMPVTAFAXL,Campera Rompeviento AFA,1,0,visible,Campera Rompeviento AFA,,,,taxable,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
170,simple,CMPRMPVTCENXL,Campera Rompeviento Rosario Central,1,0,visible,Campera Rompeviento Rosario Central,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
171,simple,CMPRMPVTINDXL,Campera Rompeviento Independiente,1,0,visible,Campera Rompeviento Independiente,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
172,simple,BZNEGXL,Buzo Rompeviento Negro,1,0,visible,Buzo Rompeviento Negro,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
173,simple,BZROSXL,Buzo Rompeviento Rosa,1,0,visible,Buzo Rompeviento Rosa,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
174,simple,BZBORXL,Buzo Rompeviento Bordo,1,0,visible,Buzo Rompeviento Bordo,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XL,1,0,,
175,simple,CMPRMPVTAFAXXL,Campera Rompeviento AFA,1,0,visible,Campera Rompeviento AFA,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
176,simple,CMPRMPVTRACXXL,Campera Rompeviento Racing,1,0,visible,Campera Rompeviento Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
177,simple,CMPRMPVTCENXXL,Campera Rompeviento Rosario Central,1,0,visible,Campera Rompeviento Rosario Central,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
178,simple,CMPRMPVTRIVXXL,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
179,simple,CMPRMPVTBOCXXL,Campera Rompeviento Boca Juniors,1,0,visible,Campera Rompeviento Boca Juniors,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
180,simple,BZRMPVTNEGXXL,Buzo Rompeviento Negro,1,0,visible,Buzo Rompeviento Negro,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXL,1,0,,
181,simple,CMPRMPVTRIVXXXXL,Campera Rompeviento River Plate,1,0,visible,Campera Rompeviento River Plate,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,XXXXL,1,0,,
182,simple,CMPPNTNIKADUS,Conjunto Adulto Campera - Pantalon Nike,1,0,visible,Conjunto Adulto Campera - Pantalon Nike,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
183,simple,CMPPNTPSGADUS,Conjunto Adulto Campera - Pantalon PSG,1,0,visible,Conjunto Adulto Campera - Pantalon PSG,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
184,simple,CMPPNTRIVADUS,Conjunto Adulto Campera - Pantalon River Plate,1,0,visible,Conjunto Adulto Campera - Pantalon River Plate,,,,taxable,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
185,simple,CMPPNTAFAADUS,Conjunto Adulto Campera - Pantalon AFA,1,0,visible,Conjunto Adulto Campera - Pantalon AFA,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,S,1,0,,
186,simple,CMPPNTRIVADUM,Conjunto Adulto Campera - Pantalon River Plate,1,0,visible,Conjunto Adulto Campera - Pantalon River Plate,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
187,simple,CMPPNTRACADUM,Conjunto Adulto Campera - Pantalon Racing,1,0,visible,Conjunto Adulto Campera - Pantalon Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
188,simple,CMPPNTBOCADUM,Conjunto Adulto Campera - Pantalon Boca Juniors,1,0,visible,Conjunto Adulto Campera - Pantalon Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
189,simple,CMPPNTSLOADUM,Conjunto Adulto Campera - Pantalon San Lorenzo,1,0,visible,Conjunto Adulto Campera - Pantalon San Lorenzo,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
190,simple,CMPPNTPSGADUM,Conjunto Adulto Campera - Pantalon PSG,1,0,visible,Conjunto Adulto Campera - Pantalon PSG,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
191,simple,CMPPNTADIADUM,Conjunto Adulto Campera - Pantalon Adidas,1,0,visible,Conjunto Adulto Campera - Pantalon Adidas,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,M,1,0,,
192,simple,CMPPNTRIVADUL,Conjunto Adulto Campera - Pantalon River Plate,1,0,visible,Conjunto Adulto Campera - Pantalon River Plate,,,,taxable,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
193,simple,CMPPNTRACADUL,Conjunto Adulto Campera - Pantalon Racing,1,0,visible,Conjunto Adulto Campera - Pantalon Racing,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
194,simple,CMPPNTSLOADUL,Conjunto Adulto Campera - Pantalon San Lorenzo,1,0,visible,Conjunto Adulto Campera - Pantalon San Lorenzo,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
195,simple,CMPPNTBOCADUL,Conjunto Adulto Campera - Pantalon Boca Juniors,1,0,visible,Conjunto Adulto Campera - Pantalon Boca Juniors,,,,taxable,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Talla,L,1,0,,
